Body_style,City,Class,Color,Fuel,Km,Link,Make,Model,Price,Title,Transmission,Used_since
Hatchback,Maadi,,White,gas,"350,000 Km",https://eg.hatla2ee.com/en/car/fiat/uno/7000587,Fiat,Uno,120000,Used Fiat Uno 1998 for sale Maadi,manual,1998
,Sheraton,,Black,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7000593,Renault,Logan,390000,Used Renault Logan 2015 for sale Sheraton,manual,2015
,Sohag,,Dark grey,gas,"290,000 Km",https://eg.hatla2ee.com/en/car/renault/megane/6994298,Renault,Megane,350000,Used Renault Megane 2005 for sale Sohag,automatic,2005
,Nasr city,,Blue,gas,"50,000 Km",https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/7000455,Suzuki,Swift Dzire                                                                                            || Dzire,750000,Used Suzuki Swift Dzire 2022 for sale Nasr city,automatic,2022
,6 October,,Black,gas,"19,000 Km",https://eg.hatla2ee.com/en/car/mercedes/C-200-AMG/7000609,Mercedes,C 200 AMG,3100000,Used Mercedes C 200 AMG 2022 for sale 6 October,automatic,2022
,Touhk,,Green,gas,0 Km,https://eg.hatla2ee.com/en/car/peugeot/504/7000617,Peugeot,504,120000,Used Peugeot 504 1977 for sale Touhk,manual,1977
,Tagamo3 - New Cairo,,Eggplant,gas,"140,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/7000619,Opel,Astra,625000,Used Opel Astra 2017 for sale Tagamo3 - New Cairo,automatic,2017
Hatchback,Tagamo3 - New Cairo,,Red,gas,"126,000 Km",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6998627,Renault,Sandero Step Way,590000,Used Renault Sandero Step Way 2018 for sale Tagamo3 - New Cairo,automatic,2018
MiniVans,Tagamo3 - New Cairo,,Black,gas,"219,000 Km",https://eg.hatla2ee.com/en/car/chrysler/town-country/6998619,Chrysler,Town & Country,1100000,Used Chrysler Town & Country 2012 for sale Tagamo3 - New Cairo,automatic,2012
,Cairo,,Red,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7000627,Renault,Logan,410000,Used Renault Logan 2016 for sale Cairo,automatic,2016
,Cairo,,Bronze,gas,"70,000 Km",https://eg.hatla2ee.com/en/car/moris-garage/mg-5/6998388,MG,5,790000,Used MG 5 2022 for sale Cairo,automatic,2022
,Heliopolis,,Silver,gas,"145,000 Km",https://eg.hatla2ee.com/en/car/nissan/qashqai/7000636,Nissan,Qashqai,850000,Used Nissan Qashqai 2018 for sale Heliopolis,automatic,2018
Sedan,Heliopolis,,Silver,gas,"170,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-180/7000641,Mercedes,C 180,1100000,Used Mercedes C 180 2009 for sale Heliopolis,automatic,2009
,Beni Suef,,White,diesel,0 Km,https://eg.hatla2ee.com/en/car/chevrolet/T-Series/7000544,Chevrolet,T-Series,410000,Used Chevrolet T-Series 2005 for sale Beni Suef,manual,2005
,6 October,,Black,gas,"37,000 Km",https://eg.hatla2ee.com/en/car/bmw/X5-M/7000651,BMW,X5 M,5200000,Used BMW X5 M 2023 for sale 6 October,automatic,2023
,El Salam City,,White,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/speranza/a516/7000657,Speranza,A516,200000,Used Speranza A516 2009 for sale El Salam City,automatic,2009
,Alexandria,,Cyan,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/7000663,Toyota,Corolla,650000,Used Toyota Corolla 2009 for sale Alexandria,automatic,2009
,Beni Suef,,Black,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/daihatsu/terios/7000666,Daihatsu,Terios,620000,Used Daihatsu Terios 2009 for sale Beni Suef,automatic,2009
,Tagamo3 - New Cairo,,Black,gas,"77,000 Km",https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6998494,Suzuki,Swift Dzire                                                                                            || Dzire,650000,Used Suzuki Swift Dzire 2022 for sale Tagamo3 - New Cairo,automatic,2022
,Cairo,,Silver,gas,"157,000 Km",https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/7000665,Hyundai,Elantra HD,730000,Used Hyundai Elantra HD 2020 for sale Cairo,automatic,2020
,Kerdasa,,Silver,gas,"196,000 Km",https://eg.hatla2ee.com/en/car/toyota/Rush/7000601,Toyota,Rush,925000,Used Toyota Rush 2021 for sale Kerdasa,automatic,2021
,Shobra,,Black,gas,"250,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7000672,Chevrolet,Aveo,350000,Used Chevrolet Aveo 2013 for sale Shobra,manual,2013
,Cairo,,White,gas,"28,000 Km",https://eg.hatla2ee.com/en/car/audi/a5/7000675,Audi,A5,2800000,Used Audi A5 2022 for sale Cairo,automatic,2022
,Cairo,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/V-250/7000679,Mercedes,V 250,6750000,Used Mercedes V 250 2024 for sale Cairo,automatic,2024
,Cairo,,Gray,gas,"1,000 Km",https://eg.hatla2ee.com/en/car/mercedes/e-350/7000680,Mercedes,E 350,6250000,Used Mercedes E 350 2024 for sale Cairo,automatic,2024
,Nasr city,,Silver,gas,"40,000 Km",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7000681,Renault,Sandero Step Way,745000,Used Renault Sandero Step Way 2023 for sale Nasr city,automatic,2023
,Cairo,,Dark blue,gas,"50,000 Km",https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/7000683,Jeep,Grand Cherokee,2780000,Used Jeep Grand Cherokee 2018 for sale Cairo,automatic,2018
,Cairo,,White,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/cls-class/7000687,Mercedes,CLS Class,9000000,Used Mercedes CLS Class 2024 for sale Cairo,automatic,2024
,Alexandria,,Mocha,gas,"180,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/7000691,Kia,Cerato,565000,Used Kia Cerato 2010 for sale Alexandria,automatic,2010
SUV,Cairo,,White,gas,"190,000 Km",https://eg.hatla2ee.com/en/car/jeep/Renegade/7000694,Jeep,Renegade,800000,Used Jeep Renegade 2017 for sale Cairo,automatic,2017
,Ismailia,,Gold,gas,"190,000 Km",https://eg.hatla2ee.com/en/car/kia/sephia/7000701,Kia,Sephia,280000,Used Kia Sephia 2002 for sale Ismailia,manual,2002
Sedan,Alexandria,,Bronze,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/hyundai/excel/7000702,Hyundai,Excel,100000,Used Hyundai Excel 1997 for sale Alexandria,manual,1997
SUV,Mohandessin,,Other,gas,"75,000 Km",https://eg.hatla2ee.com/en/car/jetour/X70/7000705,Jetour,X70,1100000,Used Jetour X70 2024 for sale Mohandessin,automatic,2024
Sedan,Alexandria,,Dark red,natural gas,"220,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7000708,Chevrolet,Lanos,350000,Used Chevrolet Lanos 2013 for sale Alexandria,manual,2013
,Obour City,,Bronze,diesel,"367,000 Km",https://eg.hatla2ee.com/en/car/toyota/prado/6994149,Toyota,Prado,1100000,Used Toyota Prado 2006 for sale Obour City,manual,2006
,6 October,,Silver,gas,"328,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7000562,Chevrolet,Aveo,450000,Used Chevrolet Aveo 2011 for sale 6 October,automatic,2011
,Mokattam,,Dark blue,gas,"342,000 Km",https://eg.hatla2ee.com/en/car/ford/focus/7000731,Ford,Focus,520000,Used Ford Focus 2012 for sale Mokattam,automatic,2012
,Red Sea,,Dark blue,gas,"169,000 Km",https://eg.hatla2ee.com/en/car/renault/duster/7000738,Renault,Duster,800000,Used Renault Duster 2019 for sale Red Sea,automatic,2019
,Borg el arab,,Dark blue,gas,"197,000 Km",https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7000073,Daewoo,Nubira 2,230000,Used Daewoo Nubira 2 2007 for sale Borg el arab,manual,2007
Sedan,Mansoura,,Silver,gas,"205,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/7000668,Kia,Cerato,820000,Used Kia Cerato 2018 for sale Mansoura,automatic,2018
,Giza,,Black,gas,"230,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/passat/7000743,Volkswagen,Passat,640000,Used Volkswagen Passat 2008 for sale Giza,automatic,2008
Sedan,Giza,,Dark grey,gas,"900,000 Km",https://eg.hatla2ee.com/en/car/toyota/corolla/7000749,Toyota,Corolla,850000,Used Toyota Corolla 2011 for sale Giza,automatic,2011
,Borg el arab,,Other,gas,"196,000 Km",https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7000751,Daewoo,Nubira 2,230000,Used Daewoo Nubira 2 2007 for sale Borg el arab,manual,2007
,Cairo,,Other,gas,"231,000 Km",https://eg.hatla2ee.com/en/car/daewoo/leganza/7000755,Daewoo,Leganza,230000,Used Daewoo Leganza 1999 for sale Cairo,automatic,1999
,Alexandria,,Black,gas,"280,000 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/7000756,Fiat,Tipo,490000,Used Fiat Tipo 2018 for sale Alexandria,automatic,2018
,Cairo,,Dark red,gas,"78,000 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/7000764,Fiat,Tipo,760000,Used Fiat Tipo 2021 for sale Cairo,automatic,2021
,Cairo,,Red,gas,"227,000 Km",https://eg.hatla2ee.com/en/car/hyundai/i10/7000768,Hyundai,I10,290000,Used Hyundai I10 2009 for sale Cairo,manual,2009
SUV,Sheikh Zayed City,,Red,gas,"135,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo-7/7000733,Chery,Tiggo 7,800000,Used Chery Tiggo 7 2021 for sale Sheikh Zayed City,automatic,2021
,Kafr el-Sheikh,,Black,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/kia/sportage/7000326,Kia,Sportage,900000,Used Kia Sportage 2014 for sale Kafr el-Sheikh,automatic,2014
,Hurghada,,Dark blue,gas,"600,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7000772,Chevrolet,Lanos,275000,Used Chevrolet Lanos 2010 for sale Hurghada,manual,2010
MiniVans,Madinaty,,Blue,gas,"23,000 Km",https://eg.hatla2ee.com/en/car/peugeot/5008/7000769,Peugeot,5008,2150000,Used Peugeot 5008 2023 for sale Madinaty,automatic,2023
,Hadayek October,,Cyan,gas,"175,000 Km",https://eg.hatla2ee.com/en/car/fiat/puntu/7000776,Fiat,Punto,220000,Used Fiat Punto 2001 for sale Hadayek October,manual,2001
,Cairo,,Silver,gas,0 Km,https://eg.hatla2ee.com/en/car/skoda/Octavia-A8/6985009,Skoda,Octavia A8,2150000,Used Skoda Octavia A8 2025 for sale Cairo,automatic,2025
,Cairo,,Gray,gas,"315,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/6985148,Nissan,Sunny,470000,Used Nissan Sunny 2013 for sale Cairo,automatic,2013
,Tagamo3 - New Cairo,,Bronze,gas,"70,000 Km",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/6987162,Renault,Sandero Step Way,670000,Used Renault Sandero Step Way 2021 for sale Tagamo3 - New Cairo,automatic,2021
Sedan,Heliopolis,,Silver,gas,"17,000 Km",https://eg.hatla2ee.com/en/car/opel/insignia/6992669,Opel,Insignia,1590000,Used Opel Insignia 2019 for sale Heliopolis,automatic,2019
4x4,Heliopolis,,White,gas,"173,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/pajero/6983068,Mitsubishi,Pajero,567000,Used Mitsubishi Pajero 2015 for sale Heliopolis,automatic,2015
Sedan,Shobra,,Silver,gas,"100,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/7000804,Opel,Astra,720000,Used Opel Astra 2017 for sale Shobra,automatic,2017
Sedan,Heliopolis,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/mercedes/e-200/6960790,Mercedes,E 200,5700000,Used Mercedes E 200 2025 for sale Heliopolis,automatic,2025
,Cairo,,Gray,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/peugeot/5008/7000801,Peugeot,5008,1750000,Used Peugeot 5008 2022 for sale Cairo,automatic,2022
,Asyut,,Silver,gas,"298,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/7000805,Mitsubishi,Lancer Puma,400000,Used Mitsubishi Lancer Puma 2009 for sale Asyut,manual,2009
,Asyut,,Black,gas,"26,000 Km",https://eg.hatla2ee.com/en/car/kia/sportage/6917734,Kia,Sportage,2350000,Used Kia Sportage 2023 for sale Asyut,automatic,2023
Sedan,Zagazig,,Gray,gas,"49,000 Km",https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/7000604,Mitsubishi,Lancer EX Shark,760000,Used Mitsubishi Lancer EX Shark 2015 for sale Zagazig,automatic,2015
,Cairo,,Dark blue,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7000824,Renault,Logan,450000,Used Renault Logan 2016 for sale Cairo,automatic,2016
,Mokattam,,Gold,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/opel/vectra/7000842,Opel,Vectra,440000,Used Opel Vectra 2008 for sale Mokattam,automatic,2008
,Alexandria,,Black,gas,"80,000 Km",https://eg.hatla2ee.com/en/car/bmw/316/7000843,BMW,316,1450000,Used BMW 316 2015 for sale Alexandria,automatic,2015
Sedan,6 October,,Black,gas,"353,486 Km",https://eg.hatla2ee.com/en/car/daewoo/Nubira-1/7000850,Daewoo,Nubira 1,160000,Used Daewoo Nubira 1 1997 for sale 6 October,manual,1997
Sedan,El Haram,,Gold,gas,"187,000 Km",https://eg.hatla2ee.com/en/car/kia/sephia/7000859,Kia,Sephia,255000,Used Kia Sephia 1999 for sale El Haram,automatic,1999
Pick up,Qena,,White,diesel,"220,000 Km",https://eg.hatla2ee.com/en/car/nissan/pick-up/7000584,Nissan,Pick up,850000,Used Nissan Pick up 2015 for sale Qena,manual,2015
,Heliopolis,,Blue,gas,"90,000 Km",https://eg.hatla2ee.com/en/car/kia/rio/7000864,Kia,Rio,610000,Used Kia Rio 2014 for sale Heliopolis,automatic,2014
Pick up,Hurghada,,Red,gas,"270,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/T-Series/7000863,Chevrolet,T-Series,800000,عربية دبابة تلاجة تبريد و تجميد  فابريكة برا و جوا,manual,2014
,Alexandria,,Silver,gas,"17,000 Km",https://eg.hatla2ee.com/en/car/opel/Crossland/7000854,Opel,Crossland,995000,Used Opel Crossland 2022 for sale Alexandria,automatic,2022
Hatchback,Cairo,,Black,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/geely/emgrand-x7/7000576,Geely,Emgrand X7,580000,Used Geely Emgrand X7 2020 for sale Cairo,automatic,2020
,Tagamo3 - New Cairo,,Black,gas,"230,000 Km",https://eg.hatla2ee.com/en/car/kia/sportage/7000866,Kia,Sportage,980000,Used Kia Sportage 2013 for sale Tagamo3 - New Cairo,automatic,2013
,Tagamo3 - New Cairo,,Black,gas,"980,000 Km",https://eg.hatla2ee.com/en/car/peugeot/3008/7000871,Peugeot,3008,1300000,Used Peugeot 3008 2019 for sale Tagamo3 - New Cairo,automatic,2019
,Giza,,Silver,gas,0 Km,https://eg.hatla2ee.com/en/car/fiat/shahin/7000875,Fiat,Shahin,185000,Used Fiat Shahin 2004 for sale Giza,manual,2004
Hatchback,Sheikh Zayed City,,Black,gas,0 Km,https://eg.hatla2ee.com/en/car/chevrolet/spark/7000876,Chevrolet,Spark,250000,Used Chevrolet Spark 2009 for sale Sheikh Zayed City,manual,2009
Sedan,Pyramids Gardens,,Blue,gas,"75,000 Km",https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/7000466,Suzuki,Swift Dzire                                                                                            || Dzire,530000,Used Suzuki Swift Dzire 2022 for sale Pyramids Gardens,manual,2022
Hatchback,Tagamo3 - New Cairo,,Green,gas,"175,000 Km",https://eg.hatla2ee.com/en/car/brilliance/frv/7000883,Brilliance,FRV,320000,Used Brilliance FRV 2009 for sale Tagamo3 - New Cairo,manual,2009
,Helwan,,Dark red,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7000895,Chevrolet,Lanos,285000,Used Chevrolet Lanos 2011 for sale Helwan,manual,2011
,Sheikh Zayed City,,White,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/peugeot/301/6993016,Peugeot,301,580000,Used Peugeot 301 2018 for sale Sheikh Zayed City,automatic,2018
,Sheikh Zayed City,,Brown,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/nissan/juke/6983499,Nissan,Juke,569000,Used Nissan Juke 2014 for sale Sheikh Zayed City,automatic,2014
Sedan,Cairo,,Red,gas,"169,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7000887,Chevrolet,Lanos,250000,Used Chevrolet Lanos 2010 for sale Cairo,manual,2010
Sedan,Sheikh Zayed City,,Black,gas,"228,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7000898,Volkswagen,Jetta,650000,Used Volkswagen Jetta 2013 for sale Sheikh Zayed City,automatic,2013
Sedan,Tagamo3 - New Cairo,,Cyan,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/hyundai/verna/7000567,Hyundai,Verna,350000,Used Hyundai Verna 2007 for sale Tagamo3 - New Cairo,manual,2007
,Damietta,,Red,gas,"29,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7000901,Volkswagen,Jetta,1030000,Used Volkswagen Jetta 2010 for sale Damietta,automatic,2010
Sedan,El Mahalla,,Silver,gas,"123,000 Km",https://eg.hatla2ee.com/en/car/lada/2107/6999492,Lada,2107,140000,Used Lada 2107 2007 for sale El Mahalla,manual,2007
,Nasr city,,Red,gas,"220,000 Km",https://eg.hatla2ee.com/en/car/renault/fluence/6998654,Renault,Fluence,485000,Used Renault Fluence 2011 for sale Nasr city,automatic,2011
,Alexandria,,Black,gas,"124,662 Km",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7000745,Volkswagen,Jetta,1000000,Used Volkswagen Jetta 2014 for sale Alexandria,automatic,2014
,El Mahalla,,Silver,gas,"160,000 Km",https://eg.hatla2ee.com/en/car/mercedes/c-180/7000902,Mercedes,C 180,900000,Used Mercedes C 180 2009 for sale El Mahalla,automatic,2009
,Dokki,,Silver,gas,"76,000 Km",https://eg.hatla2ee.com/en/car/volks-wagen/passat/6964076,Volkswagen,Passat,1475000,Used Volkswagen Passat 2021 for sale Dokki,automatic,2021
,Nasr city,,Gray,gas,"257,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7000914,Chevrolet,Optra,450000,Used Chevrolet Optra 2010 for sale Nasr city,automatic,2010
,Heliopolis,,Silver,gas,"150,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/cruze/7000919,Chevrolet,Cruze,450000,Used Chevrolet Cruze 2013 for sale Heliopolis,automatic,2013
,10th of Ramadan,,Silver,gas,"142,000 Km",https://eg.hatla2ee.com/en/car/faw/N5/7000923,Faw,N5,195000,Used Faw N5 2013 for sale 10th of Ramadan,manual,2013
,Mokattam,,Brown,gas,"135,000 Km",https://eg.hatla2ee.com/en/car/opel/astra/6980455,Opel,Astra,630000,Used Opel Astra 2015 for sale Mokattam,automatic,2015
,Mokattam,,Red,gas,"182,000 Km",https://eg.hatla2ee.com/en/car/kia/cerato/7000927,Kia,Cerato,700000,Used Kia Cerato 2015 for sale Mokattam,automatic,2015
Sedan,Alexandria,,Red,gas,"97,000 Km",https://eg.hatla2ee.com/en/car/nissan/sentra/7000931,Nissan,Sentra,750000,Used Nissan Sentra 2018 for sale Alexandria,automatic,2018
,Tagamo3 - New Cairo,,Silver,gas,"60,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/6990635,Chevrolet,Optra,710000,Used Chevrolet Optra 2023 for sale Tagamo3 - New Cairo,automatic,2023
,Cairo,,Silver,gas,"300,000 Km",https://eg.hatla2ee.com/en/car/bmw/523/7000935,BMW,523,900000,BMW 523 2008,automatic,2008
,Alexandria,,Silver,gas,"114,000 Km",https://eg.hatla2ee.com/en/car/renault/megane/6916426,Renault,Megane,795000,Used Renault Megane 2021 for sale Alexandria,automatic,2021
,6 October,,Dark blue,gas,"107,000 Km",https://eg.hatla2ee.com/en/car/ford/focus/7000933,Ford,Focus,950000,Ford Focus 2021,automatic,2021
,Cairo,,Black,gas,"145,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/optra/7000937,Chevrolet,Optra,430000,Used Chevrolet Optra 2013 for sale Cairo,automatic,2013
Sedan,Cairo,,Silver,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/renault/logan/7000507,Renault,Logan,395000,Used Renault Logan 2017 for sale Cairo,automatic,2017
,El Haram,,Cyan,gas,0 Km,https://eg.hatla2ee.com/en/car/peugeot/405/7000941,Peugeot,405,125000,Used Peugeot 405 1993 for sale El Haram,manual,1993
,Cairo,,Blue,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/jeep/wrangler/7000944,Jeep,Wrangler,1250000,Jeep Wrangler 2013,automatic,2013
,6 October,,Dark blue,gas,"110,000 Km",https://eg.hatla2ee.com/en/car/renault/Kadjar/7000949,Renault,Kadjar,795000,Used Renault Kadjar 2018 for sale 6 October,automatic,2018
Sedan,Tagamo3 - New Cairo,,Silver,gas,"3,500 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/7000950,Fiat,Tipo,715000,Used Fiat Tipo 2024 for sale Tagamo3 - New Cairo,manual,2024
,Cairo,,Silver,gas,"148,000 Km",https://eg.hatla2ee.com/en/car/bmw/318/6998278,BMW,318,1400000,Used BMW 318 2018 for sale Cairo,automatic,2018
,Giza,,Gray,gas,"38,000 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo3/7000818,Chery,Tiggo 3,620000,Used Chery Tiggo 3 2019 for sale Giza,automatic,2019
,Tagamo3 - New Cairo,,Gray,gas,,https://eg.hatla2ee.com/en/new-car/imported/mercedes/mercedes-benz-glc-43/7000958,Mercedes,GLC 43,8100000,Imported new Mercedes GLC 43 2025 for sale Tagamo3 - New Cairo,automatic,2025
,6 October,,Red,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/renault/scenic/7000959,Renault,Scenic,320000,Used Renault Scenic 2006 for sale 6 October,automatic,2006
,6 October,,Black,gas,"5,000 Km",https://eg.hatla2ee.com/en/car/bmw/218-i/7000960,BMW,218 i,2350000,Used BMW 218 i 2023 for sale 6 October,automatic,2023
,Badr City,,Silver,gas,"55,000 Km",https://eg.hatla2ee.com/en/car/byd/f3/7000965,Byd,F3,495000,Used Byd F3 2022 for sale Badr City,manual,2022
SUV,Sadat City,,White,gas,"3,600 Km",https://eg.hatla2ee.com/en/car/chery/Tiggo-8-Pro/7000970,Chery,Tiggo 8 Pro,1600000,Used Chery Tiggo 8 Pro 2025 for sale Sadat City,automatic,2025
,10th of Ramadan,,Silver,gas,"200,000 Km",https://eg.hatla2ee.com/en/car/lada/granta/6999682,Lada,Granta,300000,Used Lada Granta 2016 for sale 10th of Ramadan,manual,2016
,Beni Suef,,White,gas,"552,335 Km",https://eg.hatla2ee.com/en/car/chevrolet/pickup/7000976,Chevrolet,Pickup,280000,Used Chevrolet Pickup 1998 for sale Beni Suef,automatic,1998
,Nasr city,,Silver,gas,"350,000 Km",https://eg.hatla2ee.com/en/car/nissan/sunny/7000981,Nissan,Sunny,220000,Used Nissan Sunny 1999 for sale Nasr city,manual,1999
,Tagamo3 - New Cairo,,Blue,gas,"21,000 Km",https://eg.hatla2ee.com/en/car/kia/sportage/7000961,Kia,Sportage,1440000,Used Kia Sportage 2022 for sale Tagamo3 - New Cairo,automatic,2022
,Cairo,,Dark grey,gas,"130,000 Km",https://eg.hatla2ee.com/en/car/fiat/tipo/7000588,Fiat,Tipo,850000,Used Fiat Tipo 2022 for sale Cairo,automatic,2022
SUV,Alexandria,,Other,gas,0 Km,https://eg.hatla2ee.com/en/car/suzuki/vitara/7000946,Suzuki,Vitara,260000,Used Suzuki Vitara 1999 for sale Alexandria,automatic,1999
,Cairo,,Dark blue,gas,"77,000 Km",https://eg.hatla2ee.com/en/car/opel/Crossland/7000987,Opel,Crossland,175000,Used Opel Crossland 2022 for sale Cairo,automatic,2022
SUV,Dokki,,Bronze,gas,"120,000 Km",https://eg.hatla2ee.com/en/car/seat/Ateca/6998696,Seat,Ateca,1350000,Used Seat Ateca 2020 for sale Dokki,automatic,2020
,El Haram,,Cyan,gas,"223,000 Km",https://eg.hatla2ee.com/en/car/chevrolet/aveo/6998264,Chevrolet,Aveo,290000,Used Chevrolet Aveo 2008 for sale El Haram,manual,2008
